Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Central Europe and the Baltics,CEB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Central Europe and the Baltics,CEB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,99.98357977,..
Central Europe and the Baltics,CEB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Early-demographic dividend,EAR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,59.64509958,61.93315497,64.24661621,66.4652864,..
Early-demographic dividend,EAR,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,36.71751197,40.16319411,43.5215803,47.10228557,..
Early-demographic dividend,EAR,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,85.96047832,86.89423195,87.60875889,88.32793364,..
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.37683677,91.11032606,92.25127606,93.38221567,..
Early-demographic dividend,EAR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,82.10652292,85.64289912,86.8559616,88.77189133,..
Early-demographic dividend,EAR,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.51738327,98.50688863,98.8211244,98.92910021,..
Early-demographic dividend,EAR,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
East Asia & Pacific,EAS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,71.93677651,74.00522456,75.77838349,77.37904935,..
East Asia & Pacific,EAS,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,52.28569236,55.36291647,57.81339784,60.59559281,..
East Asia & Pacific,EAS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,86.50086911,87.47710932,88.35578991,89.20107075,..
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.85463993,97.87345416,98.05724923,98.01282324,..
East Asia & Pacific,EAS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.24649642,96.15384823,96.48029313,96.28837709,..
East Asia & Pacific,EAS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.01946016,99.07549551,99.12174486,99.13796352,..
East Asia & Pacific,EAS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,73.69397736,..,..,..,..
East Asia & Pacific (excluding high income),EAP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,69.05162593,71.34446211,73.30814531,75.08243599,..
East Asia & Pacific (excluding high income),EAP,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,51.04665186,54.18755427,56.68717253,59.53044398,..
East Asia & Pacific (excluding high income),EAP,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,84.25344589,85.43653039,86.49567996,87.5100115,..
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.62501213,97.646785,97.8508776,97.80269652,..
East Asia & Pacific (excluding high income),EAP,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.14823126,96.05174919,96.38556635,96.18723134,..
East Asia & Pacific (excluding high income),EAP,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,98.84880883,98.91797643,98.97501055,98.99679289,..
East Asia & Pacific (excluding high income),EAP,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,70.61881256,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,69.7898745,72.09973934,74.08057176,75.86777522,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,51.57020712,54.75179475,57.28740344,60.16927935,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,85.22308493,86.39463487,87.43825137,88.44500995,..
East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.27341829,98.26531696,98.44227382,98.36433981,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,96.57415036,96.43379886,96.74411276,96.50371884,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.68649498,99.72952752,99.74866107,99.74303619,..
East Asia & Pacific (IDA & IBRD countries),TEA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Euro area,EMU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
Euro area,EMU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
Euro area,EMU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,..
Euro area,EMU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
Euro area,EMU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,100,..
Euro area,EMU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,95.30348969,..,..,..,..
Europe & Central Asia,ECS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95.77307834,95.62162769,95.43974196,95.21463812,..
Europe & Central Asia,ECS,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,90.90027773,90.71680442,90.67677731,90.61430638,..
Europe & Central Asia,ECS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,98.25482295,98.15681418,98.06916034,97.83261997,..
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.99141644,99.99183537,99.99325153,99.99532219,..
Europe & Central Asia,ECS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.9810803,99.98231083,99.99380448,100,..
Europe & Central Asia,ECS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.99642957,99.99565577,99.99452286,99.99280595,..
Europe & Central Asia,ECS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,81.45619965,..,..,..,..
Europe & Central Asia (excluding high income),ECA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,90.57417989,90.24900912,89.86037954,89.37024471,..
Europe & Central Asia (excluding high income),ECA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,82.95375031,82.65906849,82.64146938,82.57247161,..
Europe & Central Asia (excluding high income),ECA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,95.79727001,95.56697277,95.36355873,94.80047253,..
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9810759,99.9819778,99.98516077,99.98969896,..
Europe & Central Asia (excluding high income),ECA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.96474337,99.96712442,99.98852163,100,..
Europe & Central Asia (excluding high income),ECA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.99149533,99.9896642,99.98698794,99.98292361,..
Europe & Central Asia (excluding high income),ECA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,65.29433441,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,91.45978558,91.16021383,90.80319626,90.35364866,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,84.85049493,84.58813504,84.57212526,84.50942529,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,96.15469867,95.94093676,95.7518114,95.23279588,..
Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.98281942,99.98363605,99.98651433,99.9906376,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.96862073,99.9707399,99.989784,100,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.99220593,99.99052096,99.9880588,99.98431918,..
Europe & Central Asia (IDA & IBRD countries),TEC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
European Union,EUU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.42453099,99.42891593,99.45874753,99.46233134,..
European Union,EUU,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,98.20882821,98.27435521,98.32106815,98.34555125,..
European Union,EUU,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,99.88342248,99.88129149,99.88853203,99.88620964,..
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,99.99535124,..
European Union,EUU,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
European Union,EUU,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,100,99.99687085,..
European Union,EUU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Fragile and conflict affected situations,FCS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,23.41938888,24.06816649,24.86346253,25.62431674,..
Fragile and conflict affected situations,FCS,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,11.14401658,11.37895588,11.71449914,11.99610954,..
Fragile and conflict affected situations,FCS,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,42.32362384,43.42868537,44.66202632,45.81765888,..
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,53.27263968,53.42844925,54.33561109,55.08671979,..
Fragile and conflict affected situations,FCS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,37.10055525,35.56687473,38.5412472,35.97088562,..
Fragile and conflict affected situations,FCS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,81.33551395,80.61157112,82.04775358,82.50904946,..
Fragile and conflict affected situations,FCS,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,12.56291512,12.88026164,13.29843935,13.5947403,..
Heavily indebted poor countries (HIPC),HPC,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,4.418522619,4.565394165,4.817781737,4.984550229,..
Heavily indebted poor countries (HIPC),HPC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,27.53455451,27.72936292,27.99915631,28.18426237,..
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,41.59826654,44.21251265,44.98610282,46.54240695,..
Heavily indebted poor countries (HIPC),HPC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,26.37127097,28.7568991,29.80992995,29.95570449,..
Heavily indebted poor countries (HIPC),HPC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,73.49584616,74.259952,75.98968032,76.59169554,..
Heavily indebted poor countries (HIPC),HPC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
High income,HIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,..
High income,HIC,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,100,100,100,100,..
High income,HIC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,100,100,100,100,..
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.99273664,99.9994159,99.99970843,99.99998053,..
High income,HIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,..
High income,HIC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.99593478,99.9993155,99.99965915,100,..
High income,HIC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,93.70587158,..,..,..,..
IBRD only,IBD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,72.99431123,75.11325925,77.10367659,78.97988675,..
IBRD only,IBD,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,51.3844314,55.12243053,58.51751737,62.24272116,..
IBRD only,IBD,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,90.09977886,90.90637836,91.54162493,92.14106677,..
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.72575421,97.78261009,98.31733801,98.77841233,..
IBRD only,IBD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,94.30142317,96.05719288,97.49578734,98.45677181,..
IBRD only,IBD,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.24414462,99.27468939,99.46786434,99.52583403,..
IBRD only,IBD,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
IDA & IBRD total,IBT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,60.00476341,61.66095883,63.24216542,64.71114075,..
IDA & IBRD total,IBT,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,38.17647075,40.69402523,42.98489808,45.47397675,..
IDA & IBRD total,IBT,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,81.2479398,81.96808887,82.55184687,83.0836001,..
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.74304153,87.89333811,88.4214883,89.02143747,..
IDA & IBRD total,IBT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,80.227549,82.14866083,83.25683048,81.60438398,..
IDA & IBRD total,IBT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.77475709,96.94247351,97.23211569,96.7634766,..
IDA & IBRD total,IBT,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
IDA blend,IDB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,29.39279795,30.7662954,32.29265483,33.74984703,..
IDA blend,IDB,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,14.08121455,15.03826696,16.15570732,17.31048414,..
IDA blend,IDB,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,51.1963328,52.91594337,54.7728168,56.40670357,..
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,63.80249153,65.93210709,66.99886493,67.86806946,..
IDA blend,IDB,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,53.05231566,56.16098108,59.21874691,49.93428057,..
IDA blend,IDB,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,91.43434591,..
IDA blend,IDB,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
IDA only,IDX,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,17.54538388,18.10151841,18.78105258,19.41240093,..
IDA only,IDX,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,8.216084845,8.530487668,8.9343164,9.353693612,..
IDA only,IDX,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,36.6227755,37.12845706,37.63836815,38.1546687,..
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,53.67821276,55.30269842,56.20714372,57.85930757,..
IDA only,IDX,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,43.11981326,44.73275061,44.52989903,46.19204589,..
IDA only,IDX,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,79.37004866,79.34793057,80.82333275,81.20490577,..
IDA only,IDX,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
IDA total,IDA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,21.53197932,22.36351909,23.32759208,24.23540049,..
IDA total,IDA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,10.0259449,10.53809814,11.16105431,11.80561413,..
IDA total,IDA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,42.23480432,43.19548756,44.20824761,45.13579886,..
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,57.08116184,58.87974893,59.83457813,61.22617318,..
IDA total,IDA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,45.57751536,47.63093726,48.31309438,47.36335956,..
IDA total,IDA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,83.67585457,83.99325599,85.1825132,85.1166143,..
IDA total,IDA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Late-demographic dividend,LTE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,77.87605205,79.40989914,80.67429269,81.81008066,..
Late-demographic dividend,LTE,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,60.09342108,62.86831601,64.98405545,67.44715885,..
Late-demographic dividend,LTE,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,89.26482613,89.91352297,90.4672978,90.94403496,..
Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.29089576,99.30700553,99.374115,99.46368596,..
Late-demographic dividend,LTE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,99.28620465,99.30740234,99.39594166,99.60393845,..
Late-demographic dividend,LTE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.29560468,99.30686161,99.36214001,99.38436244,..
Late-demographic dividend,LTE,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Latin America & Caribbean,LCN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,87.96081919,88.21984687,88.44598079,88.68734131,..
Latin America & Caribbean,LCN,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,58.62605376,59.55720567,60.51955291,61.43229853,..
Latin America & Caribbean,LCN,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,95.14863567,95.15978934,95.1326004,95.10567684,..
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.73510447,97.80226551,98.09402529,98.51612728,..
Latin America & Caribbean,LCN,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,90.38711488,90.6677361,91.71424009,93.57073866,..
Latin America & Caribbean,LCN,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.52505246,99.51658222,99.60294739,99.66726091,..
Latin America & Caribbean,LCN,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,55.14375687,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,86.9974714,87.28029504,87.54936152,87.81850002,..
Latin America & Caribbean (excluding high income),LAC,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,56.57876047,57.54026048,58.53576777,59.48606894,..
Latin America & Caribbean (excluding high income),LAC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,94.72537399,94.74440979,94.72031741,94.69998893,..
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.56134258,97.59293593,97.91167556,98.37376696,..
Latin America & Caribbean (excluding high income),LAC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,89.9903983,90.11237267,91.20836896,93.17275086,..
Latin America & Caribbean (excluding high income),LAC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.48176269,99.46639342,99.56191686,99.63260299,..
Latin America & Caribbean (excluding high income),LAC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,54.40809631,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,87.84812579,88.11133581,88.34096229,88.58426281,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,57.94095312,58.8891591,59.86741429,60.79506052,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,95.12447171,95.13435271,95.10694692,95.07642847,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.69086958,97.75542,98.04990734,98.47915999,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,90.20597737,90.46770805,91.50816027,93.40147944,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,99.51293232,99.5045114,99.59486304,99.65909256,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Least developed countries: UN classification,LDC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,15.1917343,15.79929044,16.49843023,17.16871378,..
Least developed countries: UN classification,LDC,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,6.102743374,6.451629281,6.878786984,7.303821512,..
Least developed countries: UN classification,LDC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,34.71275114,35.23781932,35.78264336,36.2588115,..
Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.34206125,52.18939936,52.92900342,54.69638055,..
Least developed countries: UN classification,LDC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,40.95979795,41.97047232,42.18131059,44.08122431,..
Least developed countries: UN classification,LDC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,76.34047035,75.74957031,77.69784022,78.35136366,..
Least developed countries: UN classification,LDC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,..,..,..,..,..
Low & middle income,LMY,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,59.26713362,60.95029653,62.55728331,64.04913481,..
Low & middle income,LMY,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,37.65371172,40.18100809,42.48055407,44.98016,..
Low & middle income,LMY,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,80.53365229,81.28401864,81.8951048,82.45005996,..
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,86.41149977,87.58137394,88.12689983,88.74393216,..
Low & middle income,LMY,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,80.02079805,81.95784885,83.07945396,81.44423951,..
Low & middle income,LMY,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.41325735,96.59012364,96.8996505,96.44930651,..
Low & middle income,LMY,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,63.01112366,..,..,..,..
Low income,LIC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,13.49467826,13.74403841,14.11977854,14.4760569,..
Low income,LIC,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,7.423346141,7.485470688,7.668374231,7.786415743,..
Low income,LIC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,26.18177819,26.3807732,26.79603357,27.20396864,..
Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,38.83777183,40.55544005,41.43466888,42.94568282,..
Low income,LIC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,28.36466527,28.41649361,30.91975175,30.72635216,..
Low income,LIC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,66.88237604,65.18803853,68.33142511,69.40457638,..
Low income,LIC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,34.85484314,..,..,..,..
Lower middle income,LMC,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,51.85609966,54.24318997,56.66027495,58.96921617,..
Lower middle income,LMC,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,33.64810177,36.9428054,40.12820648,43.56436475,..
Lower middle income,LMC,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,76.15914436,77.40030343,78.42435209,79.40619334,..
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,85.59072466,87.76703839,88.78715543,89.84380075,..
Lower middle income,LMC,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,81.83292281,84.91882642,86.88997676,85.31786747,..
Lower middle income,LMC,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,96.94602378,97.01701046,97.65276068,96.82385984,..
Lower middle income,LMC,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,57.83224869,..,..,..,..
Middle East & North Africa,MEA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,96.16953799,96.12468687,96.11365039,96.06199822,..
